,博物馆名称,新闻来源,新闻标题,简介内容,次级新闻网站,新闻发布时间
1836,大钟寺古钟博物馆,['最爱大北京'],元宵节哪些精彩展览可以看、哪些博物馆可以去?,"大钟寺古钟博物馆 大钟寺的小爱小时候经常去,只记得院内遍种古树。那时候觉得这些树好高好高,风一吹就发出刷刷的声音。后来大钟寺修缮关闭了好久,它...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6933154470889062923%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年2月25日
1837,大钟寺古钟博物馆,['大小爱玩'],你肯定不知道的六大超美“户外”博物馆，藏着帝都最美的秋光,"现存于大钟寺古钟博物馆的永乐大佛钟是中国古代青铜铸造史上的精品之作, 巨大的体量 和多达 23 万余字的汉梵铭文使它在中外古钟史上占有不可替代的地...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6885260954624328199%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年10月19日
1838,大钟寺古钟博物馆,['松风阁书法日讲'],永乐大佛钟64吨，沈度写下23万字佛钟铭文，潇洒俊秀无一错漏,"大钟寺古钟博物馆从大年三十至正月初六,每日9时开放,19时30分闭馆。开放期间将安排每日10时、14时、18时举行编钟演奏展示活动。目前该馆正常开放展厅...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6844795421777199629%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年7月2日
1839,大钟寺古钟博物馆,['北京日报客户端'],北京春节期间多家博物馆延时闭馆，王府井书店等大型书城24小...,"是大钟寺古钟博物馆的镇馆之宝。 第三绝是大钟奇妙优美的音响。永乐大钟钟声悠扬悦耳,经专家测试,其声音振动频率与音乐上的标准频率相同或相似,轻击...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6926758958908736014%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年2月8日
1840,大钟寺古钟博物馆,['文旅中国官方号'],看见文物 | 全身铸23万字--中国现存最大的青铜钟,"大钟寺博物馆,其前身是始建于清雍正十一年的皇家寺庙,原名觉生寺,曾是皇家祈雨、举行佛事活动的重要场所。现在被改建为我国唯一的古钟博物馆,历史上...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6939778687998951950%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年3月15日
1841,大钟寺古钟博物馆,['北晚新视觉网'],老北京“铁狮子”今何在?首博收藏二只，最有元代特征是这只,"现在大钟寺中还是北京古钟博物馆,收集一些中外各种古钟供参观者欣赏。 除了永乐大钟外,大钟寺还藏着一对铁狮子。大钟寺东路是一处四合院的东跨院,院...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6914162263133782535%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年1月5日
1842,大钟寺古钟博物馆,['北京脉搏'],北京记忆丨钟鼓楼大修挖出镇物，亲历者揭秘盒内玄机,"铁钟现存于大钟寺古钟博物馆凉亭内 铜钟钟体高5.55米,钟口外径3.4米,钟唇厚0.245米,重63吨,是目前全国现存最重的城市报时钟。 钟楼报时铜钟 鼓楼上,...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6902206829770588676%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年12月4日
1843,大钟寺古钟博物馆,['拍照片儿的DT'],这座三环路边不起眼的寺院里有全国现存最大的古钟--北京觉生寺,"被后来的人们俗称为 “大钟寺” 。 现在这里被开辟为大钟寺古钟博物馆, 里面陈列着来自世界各地的钟。 这座规模宏大的寺院坐北朝南, 总占地面积有30...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6869287758746092036%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年9月6日
1844,大钟寺古钟博物馆,['北京日报客户端'],严防疫情!北京多家博物馆暂停人工讲解服务,"大钟寺古钟博物馆发布公告称:根据近期北京市防疫工作的总体情况和上级单位及文旅部门提出的要求,决定自2021年1月6日(周三)起暂不接待团体参观,并暂停...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6914231748389765640%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年1月5日
1845,大钟寺古钟博物馆,['乱码'],北京这座寺庙明代“国宝”铜钟刻22.7万字创世界纪录游客不多,"如今,大钟寺古钟博物馆已被评为全国重点文物保护单位,为了吸引游人,山门外增设了供游人敲击祈福的铜钟,每天10:00和14:00还有两场免费讲解。此外,每年...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6923435404922389003%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年1月30日
1846,大钟寺古钟博物馆,['秋的韵意'],大钟寺古钟博物馆位于北京城名刹大钟寺内，全国重点文物保护单位,"景区简介: 北京大钟寺古钟博物馆,原名觉生寺,始建于清雍正十一年,寺庙格局严谨、气势雄伟,曾是皇家祈雨、举行佛事活动的重要场所。因寺内珍藏一口明...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6756385983207309832%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年11月12日
1847,大钟寺古钟博物馆,['北京旅游网官方号'],北京北三环附近知名景点不多，但值得去! 最有名的您肯定去过!,"北京北三环附近景点自西向东,比较有名的有大钟寺古钟博物馆、元大都城垣遗址公园、双秀公园这三个景点。其中,最有名气的要数元大都公园,每年春季这里...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6727549281600799246%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年8月21日
1848,大钟寺古钟博物馆,['北京日报客户端'],春节期间北京多家博物馆将延时闭馆，活动安排一文看懂,"大钟寺古钟博物馆:从大年三十至正月初六,每日9时开放,19时30分闭馆。开放期间将安排每日10时、14时、18时举行编钟演奏展示活动。目前该馆正常开放展...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6926074804256637447%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年2月6日
1849,大钟寺古钟博物馆,['左卫老王'],北京大钟寺古钟博物馆形态各异、大小不一的古钟实拍,大钟寺的山门 大钟寺古钟博物馆的招牌 世界闻名的明代永乐大钟 湖北编钟(复制品) 清光绪年间铸造的鼓形编钟 北宋年间铸造的道钟 清光绪年间铸造的太...,https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6791815214854570507%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年2月14日
1850,大钟寺古钟博物馆,['思窝Ciwor'],思窝花脸:觉生寺，游览大钟寺古钟博物馆，了解中国古钟文化,"寺内收藏了北京寺庙的许多古钟,挂名为大钟寺古钟博物馆并对外开放,成为一座利用古代建筑开展旅游收藏、展览研究、开发利用古钟文物资源的多功能博物...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6941204867557917195%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年3月19日
1851,大钟寺古钟博物馆,['真程旅行'],大钟寺内看古钟，永乐大钟居于此,"古钟博物馆内,分为十个展厅,一到九展厅介绍的是大钟寺的历史,我国各时期的钟的由来和历史,还有佛道相关的钟玲历史,第十展厅则展示的是外国钟玲。在这...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6942366283610538503%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年3月22日
1852,大钟寺古钟博物馆,['全国文化产业信息平台'],2021:“博物馆里过大年”,"“博物馆里过大年”系列文化活动,以2020年12月31日大钟寺古钟博物馆第39届“辞旧迎新 鸣钟祈福”活动为起点,至2021年2月26日(元宵节)结束,58天内将举...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6927073424011756045%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年2月9日
1853,大钟寺古钟博物馆,['北晚新视觉网'],北京这家民间修复室不断接到博物馆“订单”，文物可享受“上...,"大钟寺古钟博物馆的两件明代铁狮就享受了“上门问诊”。修复前狮身上都存在不同程度的腐蚀,通体锈蚀并伴有大量黄褐色铁锈,还有些地方有油漆污染。郑...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6895994729880781326%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年11月17日
1854,大钟寺古钟博物馆,['旧时月色如许'],大钟寺:每位扬名立万的大家，背景都不可小觑。,"1980年2月,北京市政府批准成立大钟寺文物保管所,1984年11月,批准成立大钟寺古钟博物馆后,开始对修缮,1985年10月,大钟寺正式对外开放。 再说,那口大钟...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6926180257221378575%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年2月7日
1855,大钟寺古钟博物馆,['北京文博'],北京文博丨博物馆里年味浓,"为增加人们的体验感,让永乐大钟穿越600年的钟声陪伴人们过一个幸福祥和的新年,大钟寺古钟博物馆每天定时鸣响永乐大钟,并组织游客聆听和体验编钟演奏...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6930975088930046467%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年2月19日
1856,大钟寺古钟博物馆,['乐艺会'],历代古钟图鉴:北京大钟寺古钟系列之七,"大钟寺原名觉生寺。位于海淀区北三环路联想桥北侧,建于清雍正十一年。大钟寺本为皇家佛教寺庙,于1985年辟为古钟博物馆,馆内展示中、外古代钟铃共400...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6947125188567908903%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年4月5日
1857,大钟寺古钟博物馆,['云逸书院'],特殊时期，古钟博物馆线上“云参观”，足不出户也能逛博物馆,"因寺内悬有一口明永乐年间所铸大钟俗称“大钟寺”。大钟寺古钟博物馆利用古钟这一独特的文化形式,向广大观众展示中国传统文化,是中国唯一一座以古钟...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6800520325831328270%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年3月5日
1858,大钟寺古钟博物馆,['北晚新视觉网'],博物馆里过大年!国博、首博等多个参观时段已约满,"大钟寺古钟博物馆春节期间实行分时段预约参观制,同时间段在馆参观人数不超过100人,每日限定参观人数为400人。因疫情防控需要,博物馆的质器庄严展厅、...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6928636146893193741%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年2月13日
1859,大钟寺古钟博物馆,['辉哥7651'],方寸世界间欣赏中国古钟,"堪称中国古钟的佼佼者,收藏于北京大钟寺博物馆。 古钟敲响,远远传来的凝重洪亮的钟声,不仅仅是表达新年的到来,更是新世纪来临的象征,也表达了风调雨...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6937466864935223845%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年3月13日
1860,大钟寺古钟博物馆,['北京日报客户端'],寒冬不冷!春节期间博物馆夜场受追捧，元宵节仍可夜游博物馆,"大钟寺古钟博物馆在2月11日至17日(农历腊月三十至正月初六)期间实行正常开放,并将每日闭馆时间延长到19时30分。博物馆还在每日的上午10点鸣响永乐大...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6930433172073087502%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年2月18日
1861,大钟寺古钟博物馆,['金台资讯'],“博物馆过大年”夜场预约抢手,"孔庙和国子监博物馆在元宵节当天延时开放至19时30分,还提供免费讲解服务。大钟寺古钟博物馆延时开放至19时30分,当日18时观众可进行编钟体验。北京古...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6933112531477234190%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年2月25日
1862,大钟寺古钟博物馆,['新京报'],你好2020!大钟寺永乐大钟敲响新年钟声,"新京报讯 2019年12月31日,大钟寺古钟博物馆举办第38届辞旧迎新鸣钟祈福活动,上百名市民来此鸣钟为新年祈福。大钟寺内的“永乐大钟”,铸于明永乐年间...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6776648847788605959%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年1月1日
1863,大钟寺古钟博物馆,['问道金陵'],赵朴初:大钟寺古钟博物馆,赵朴初:大钟寺古钟博物馆,https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6894785932793217536%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年11月14日
1864,大钟寺古钟博物馆,['途游玩客'],北京被忽略的一座寺庙，本为皇家寺庙，被开辟为古钟博物馆,"它就是大钟寺。北京一直以来都在对寺庙的开展有很强的社会潜力都有很大的... 它也被开辟为古钟博物馆景点了,以至于形成了比较强的社会旅行潜力,其馆内...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6833964565986804227%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年6月3日
1865,大钟寺古钟博物馆,['北京日报客户端'],在京过年，你怎么过?,"大钟寺古钟博物馆: 从大年三十至正月初六 每日9时开放,19时30分闭馆 开放期间将安排 每日10时、14时、18时 举行编钟演奏展示活动 古代钱币博物馆: 春...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6926325678786740743%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年2月7日
1866,大钟寺古钟博物馆,['张老师在路上'],这里藏着中国最大青铜钟，原是皇家祈雨之地，现在是古钟博物馆,"古钟的博物馆。该博物馆位于北京北三环路联想桥的东北角,前身是一个古色古香的寺庙建筑(原名叫觉生寺),它就是大钟寺古钟博物馆。因中国现存最大的青...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6779089184092062211%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年1月7日
1867,大钟寺古钟博物馆,['艺旅文化'],为一块砖、一片瓦建一座博物馆，这12座专题博物馆在收藏什么?,"大钟寺古钟博物馆 唯一的古钟专题博物馆 地址:北京市海淀区北三环西路大钟寺甲31号 票价:20元/人 开放时间:9:00-16:30,周一闭馆 大钟寺原名觉生寺,建...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6915276022736765443%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年1月8日
1868,大钟寺古钟博物馆,['东方出版社'],北京的胡同不止有“南锣鼓巷”,"这口铸铁大钟现存于大钟寺古钟博物馆。现在钟楼悬挂的永乐铸铜大钟出自旧鼓楼大街西侧的铸钟胡同,那里在明朝是皇家的铸钟厂。明末清初学者孙承泽《春...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6947957222928499214%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年4月7日
1869,大钟寺古钟博物馆,['如意吉祥的祥子'],北京深度(24):谁曾想到，永乐大钟还有一段颠沛流离的身世,"现在的大钟寺,为古钟博物馆,最重要的镇馆之宝就是永乐大钟。通体褚黄,高6.75米,直径3.7米,重46.5吨,钟唇最厚达18.5厘米。钟体内外遍铸经文,是世界铸...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6926515827885998605%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年3月2日
